barcode,cycle,QDischarge,Qcharge,RUL,IR,Tmax,Tavg,Tmin,chargetime,Skewness,Kurtosis,IntegralT,Slope,Intercept
EL150800464883,2,1076.1266,1076.1191,1074,16.437579,33.064407,30.99857108,29.384745,11.00168333,0,0,0,0,0
EL150800464883,3,1076.6531,1076.5846,1074,16.396422,33.001534,31.00301918,29.417206,11.00179833,0,1,31.00079513,0.5265,1075.0736
EL150800464883,4,1077.5996,1077.4506,1074,16.365679,32.971039,30.98777762,29.299326,10.91738833,0.332454336,1.5,61.99619354,0.7365,1074.5836
EL150800464883,5,1078.5232,1078.348,1074,16.305991,32.958733,31.01329885,29.388458,11.00137167,0.234506492,1.567062123,92.99673177,0.81363,1074.37792
EL150800464883,6,1079.0976,1078.9577,1074,16.286843,33.011948,31.02000982,29.401848,10.91700667,0.014276206,1.484193627,124.0133861,0.78121,1074.47518
EL150800464883,7,1079.5069,1079.3879,1074,16.269034,33.030258,31.02263742,29.392704,10.917035,-0.169255975,1.513091462,155.0347097,0.718817143,1074.683156
EL150800464883,8,1079.8842,1079.7179,1074,16.256135,33.086578,31.03122615,29.425596,10.91706833,-0.300155206,1.608082824,186.0616415,0.659942857,1074.899029
EL150800464883,9,1079.9831,1079.8883,1074,16.254181,32.988407,31.0050438,29.327997,11.001435,-0.456790975,1.713906825,217.0797765,0.588658333,1075.184167
EL150800464883,10,1080.176,1080.0947,1074,16.248615,32.972599,31.01908187,29.355526,11.001695,-0.582726705,1.856503052,248.0918393,0.529008333,1075.44265
EL150800464883,11,1080.3552,1080.2398,1074,16.226806,33.012657,31.00515856,29.309374,10.91722,-0.68553118,2.012903002,279.1039596,0.479560606,1075.673406
EL150800464883,12,1080.5001,1080.2976,1074,16.241932,32.951641,30.93715125,29.266893,10.91724667,-0.774607387,2.173423776,310.0751145,0.437377273,1075.884323
EL150800464883,13,1075.169,1078.9787,1074,16.835118,32.958878,30.77420022,29.259657,418.81941,-0.715356122,2.097623319,340.9307902,0.191176224,1077.197395
EL150800464883,14,1077.9788,1075.9794,1074,16.272085,32.888371,30.94493739,29.298122,10.91687667,-0.647748712,2.143454625,371.790359,0.128701648,1077.551418
EL150800464883,15,1079.0153,1078.1578,1074,16.254239,32.780899,30.91241088,29.425882,10.91713,-0.72329201,2.339913846,402.7190331,0.115369011,1077.631413
EL150800464883,16,1079.3883,1078.881,1074,16.248669,32.832054,30.82678642,29.028496,11.00126167,-0.822173023,2.537555583,433.5886318,0.113143571,1077.645508
EL150800464883,17,1079.7621,1079.4015,1074,16.251121,32.874474,30.79394494,29.041611,11.00171833,-0.922680014,2.71765762,464.3989975,0.117404265,1077.617103
EL150800464883,18,1079.9582,1079.6431,1074,16.255036,32.842209,30.80889007,29.015993,11.00156667,-1.012289172,2.888278169,495.200415,0.121871324,1077.585834
EL150800464883,19,1080.1255,1079.8929,1074,16.237214,32.852619,30.82226199,29.192678,10.91706833,-1.089051737,3.049031471,526.015991,0.125803096,1077.557001
EL150800464883,20,1080.2556,1080.0002,1074,16.257724,32.890285,30.78650563,29.022999,10.91751167,-1.154519299,3.201745759,556.8203748,0.128685263,1077.534904
EL150800464883,21,1080.2811,1080.0563,1074,16.246814,32.837788,30.77558122,29.023073,10.91704333,-1.217287051,3.358666588,587.6014182,0.129311053,1077.529898
EL150800464883,22,1080.4559,1080.2431,1074,16.235622,32.758434,30.79699663,29.075344,10.91725833,-1.265195075,3.497379941,618.3877072,0.130365065,1077.521114
EL150800464883,23,1080.5715,1080.3579,1074,16.233327,32.768944,30.79641743,29.039421,10.917255,-1.303911986,3.624712387,649.1844142,0.130981536,1077.515772
EL150800464883,24,1080.5753,1080.4118,1074,16.241958,32.800709,30.80439323,29.083126,11.00160833,-1.345241684,3.757281683,679.9848195,0.130068182,1077.523992
EL150800464883,25,1080.5809,1080.4415,1074,16.243413,32.8204,30.80494142,29.132517,10.91707333,-1.387911058,3.894279511,710.7894868,0.128120217,1077.542173
EL150800464883,26,1080.6713,1080.4788,1074,16.247788,32.857727,30.82194362,29.118168,10.91736167,-1.424156892,4.022018902,741.6029294,0.126255615,1077.560197
EL150800464883,27,1080.7229,1080.5497,1074,16.244026,32.894722,30.81832212,29.161663,11.00201833,-1.457834507,4.146191299,772.4230622,0.12415135,1077.58124
EL150800464883,28,1080.6967,1080.5894,1074,16.242843,32.843521,30.85806569,29.136396,10.91733833,-1.495504116,4.278953722,803.2612561,0.121288034,1077.610828
EL150800464883,29,1080.7353,1080.5979,1074,16.260367,32.919262,30.86853913,29.183741,11.00142667,-1.531212678,4.409557548,834.1245585,0.118384975,1077.641794
EL150800464883,30,1080.7087,1080.5895,1074,16.254619,32.700157,30.83222869,29.231739,11.001265,-1.569695153,4.547880366,864.9749424,0.115042611,1077.67856
EL150800464883,31,1080.7326,1080.5602,1074,16.248222,32.854916,30.72537435,29.06362,10.91695667,-1.606946843,4.685707615,895.753744,0.111737575,1077.716017
EL150800464883,32,1080.8069,1080.5951,1074,16.263554,32.878059,30.77565384,29.12595,10.917125,-1.639533369,4.814871726,926.5042581,0.108805806,1077.750221
EL150800464883,33,1080.7946,1080.6853,1074,16.260434,32.903728,30.78516448,29.151176,10.91716333,-1.67366826,4.948966872,957.2846672,0.105702328,1077.787462
EL150800464883,34,1080.795,1080.6421,1074,16.278615,32.837284,30.74371878,29.161301,11.0015,-1.708148329,5.08562046,988.0491089,0.102566811,1077.826134
EL150800464883,35,1080.8622,1080.6919,1074,16.266257,32.872402,30.78225347,29.130405,11.001765,-1.738640677,5.214097902,1018.812095,0.099774683,1077.861501
EL150800464883,36,1080.9429,1080.7487,1074,16.25886,32.694057,30.73930795,29.120712,11.00161,-1.76416586,5.331615758,1049.572876,0.097343782,1077.893102
EL150800464883,37,1080.9543,1080.8023,1074,16.271261,32.832584,30.76421033,29.070602,10.91701,-1.789895453,5.449938727,1080.324635,0.094908996,1077.925566
EL150800464883,38,1080.8953,1080.7965,1074,16.265631,32.753475,30.75635654,29.103487,10.91691333,-1.820162203,5.580461957,1111.084918,0.092191465,1077.962706
EL150800464883,39,1080.8743,1080.7484,1074,16.272442,32.907345,30.79661668,29.292423,11.00175833,-1.851806849,5.716181826,1141.861405,0.089422749,1078.001468
EL150800464883,40,1080.8747,1080.7236,1074,16.27687,32.838036,30.83777736,29.108076,11.00147667,-1.883451086,5.853540833,1172.678602,0.086716296,1078.04026
EL150800464883,41,1080.9392,1080.7627,1074,16.275361,32.840733,30.80674072,29.222523,11.00143333,-1.911669207,5.982564777,1203.500861,0.084314728,1078.075483
EL150800464883,42,1080.9145,1080.7772,1074,16.283227,32.846565,30.75896651,29.115202,10.91699167,-1.941383057,6.117121534,1234.283715,0.081868031,1078.112184
EL150800464883,43,1080.9885,1080.7637,1074,16.281057,32.784622,30.71651656,29.066223,11.00155167,-1.967167687,6.241429962,1265.021456,0.079728466,1078.14499
EL150800464883,44,1081.0155,1080.8343,1074,16.250733,32.84203,30.79275846,29.171623,10.91692667,-1.991709704,6.362925891,1295.776094,0.07770666,1078.176665
EL150800464883,45,1080.9205,1080.7904,1074,16.266301,32.826004,30.8079366,29.187855,11.00157833,-2.021364052,6.50089248,1326.576441,0.075424947,1078.213173
EL150800464883,46,1080.8891,1080.7122,1074,16.268512,32.826004,30.79514459,29.242601,11.001715,-2.052179622,6.644337249,1357.377982,0.073124598,1078.250745
EL150800464883,47,1080.9054,1080.7312,1074,16.275041,32.853577,30.81360907,29.255196,11.00163167,-2.082129574,6.786497195,1388.182359,0.070953827,1078.286925
EL150800464883,48,1080.9343,1080.7898,1074,16.275179,32.798573,30.77255957,29.139236,11.00177667,-2.110719051,6.925520939,1418.975443,0.068936783,1078.321214
EL150800464883,49,1080.974,1080.7785,1074,16.277011,32.837368,30.7906454,29.182394,10.91728167,-2.137472478,7.059636891,1449.757045,0.067086995,1078.353277
EL150800464883,50,1080.9518,1080.7979,1074,16.270632,32.840931,30.81720891,29.251099,10.917255,-2.16511891,7.198016412,1480.560973,0.06523599,1078.385979
EL150800464883,51,1080.9991,1080.788,1074,16.260682,32.810635,30.79639132,29.22196,11.00145667,-2.190627746,7.330190585,1511.367773,0.063556192,1078.416215
EL150800464883,52,1080.9798,1080.8017,1074,16.270762,32.836956,30.82533474,29.188404,10.91714833,-2.216941966,7.466223033,1542.178636,0.061878959,1078.446964
EL150800464883,53,1080.9922,1080.8141,1074,16.268563,32.790573,30.83456133,29.243954,11.00142,-2.242655219,7.601228869,1573.008584,0.060280231,1078.476807
EL150800464883,54,1080.9915,1080.8015,1074,16.282067,32.945641,30.83053166,29.208635,10.91727667,-2.268318837,7.737134696,1603.84113,0.058727947,1078.5063
EL150800464883,55,1080.9245,1080.789,1074,16.272884,32.898903,30.84170026,29.248692,10.91730833,-2.296253666,7.882949566,1634.677246,0.057087871,1078.538009
EL150800464883,56,1080.9041,1080.7388,1074,16.266679,32.88419,30.85873005,29.251411,11.00169667,-2.324557849,8.031786893,1665.527461,0.055469372,1078.569839
EL150800464883,57,1080.9128,1080.7481,1074,16.279433,32.875576,30.85166848,29.21954,11.00155,-2.352357276,8.180024611,1696.382661,0.053930287,1078.600621
EL150800464883,58,1080.8161,1080.7211,1074,16.273724,32.790958,30.81000897,29.300486,11.00159167,-2.382091108,8.338832986,1727.213499,0.052274248,1078.634294
EL150800464883,59,1080.8135,1080.6463,1074,16.277809,32.809361,30.74421622,29.154261,11.001335,-2.411536474,8.498141541,1757.990612,0.050687502,1078.667086
EL150800464883,60,1080.8296,1080.6277,1074,16.277552,32.78886,30.75890128,29.05093,10.91693,-2.440382585,8.656255573,1788.742171,0.049198118,1078.698363
EL150800464883,61,1080.8098,1080.6196,1074,16.267516,32.820137,30.78875249,29.105692,10.91716667,-2.46925336,8.816378685,1819.515998,0.047739678,1078.729477
EL150800464883,62,1080.7965,1080.5851,1074,16.271405,32.745609,30.71392109,28.963181,10.91707,-2.498010123,8.977817445,1850.267334,0.046323226,1078.760167
EL150800464883,63,1080.8322,1080.5994,1074,16.278345,32.742573,30.74107895,29.125118,10.91697833,-2.52590854,9.136380316,1880.994834,0.04502318,1078.788768
EL150800464883,64,1080.7602,1080.6162,1074,16.271804,32.820969,30.77762477,29.160212,11.001305,-2.55448108,9.30082842,1911.754186,0.043668937,1078.819012
EL150800464883,65,1080.8089,1080.5275,1074,16.273551,33.599705,30.96027134,29.088585,10.917205,-2.582179786,9.461811521,1942.623134,0.042445005,1078.846755
EL150800464883,66,1081.5448,1081.3447,1074,16.099285,34.135296,31.94374015,30.390684,10.91723333,-2.565977636,9.46835358,1974.07514,0.042300494,1078.850079
EL150800464883,67,1081.7564,1081.5724,1074,16.020564,34.515888,32.40511048,30.831713,10.916955,-2.527668712,9.409439253,2006.249565,0.042398443,1078.847793
EL150800464883,68,1081.9476,1081.7558,1074,15.960086,34.654667,32.63215197,31.021967,10.91712333,-2.468086309,9.291296377,2038.768197,0.042683841,1078.841039
EL150800464883,69,1082.0422,1081.8342,1074,15.922785,34.56118,32.68150425,31.054667,10.91715833,-2.402312591,9.152871019,2071.425025,0.043011177,1078.833183
EL150800464883,70,1082.0704,1081.865,1074,15.924126,34.537479,32.58929449,31.058582,11.00171,-2.341041534,9.020112627,2104.060424,0.043292463,1078.826338
EL150800464883,71,1080.9755,1080.8594,1074,16.138591,33.370636,31.24546225,29.363997,11.00196167,-2.365403974,9.156438441,2135.977802,0.042176242,1078.853871
EL150800464883,72,1080.7738,1080.5148,1074,16.283303,32.909779,30.81274587,29.122736,11.001895,-2.390181316,9.304131638,2167.006906,0.04086549,1078.88664
EL150800464883,73,1080.6457,1080.4689,1074,16.299136,32.889099,30.82997867,29.103931,10.91725833,-2.413304612,9.451786388,2197.828269,0.039468091,1078.922041
