barcode,cycle,QDischarge,Qcharge,RUL,IR,Tmax,Tavg,Tmin,chargetime,Skewness,Kurtosis,IntegralT,Slope,Intercept
el150800460498,1,1069.1837,1069.3687,462,18.279195,37.074223,32.81281923,30.443447,10.09636667,0,0,0,0,0
el150800460498,2,1073.5646,1073.4776,462,18.12768,36.966862,32.83656151,30.289677,10.09554,0,1,32.82469037,4.3809,1064.8028
el150800460498,3,1075.3698,1075.1036,462,18.153407,37.347256,32.94389648,30.337111,10.17956833,-0.459704709,1.5,65.71491937,3.09305,1066.519933
el150800460498,4,1076.287,1076.107,462,18.085856,37.514935,33.00711731,30.615961,10.09571667,-0.751544226,1.986188172,98.69042626,2.31151,1067.8225
el150800460498,5,1076.982,1076.8204,462,17.937675,37.131256,33.03835803,30.662098,10.17901833,-0.948569313,2.447959851,131.7131639,1.8319,1068.78172
el150800460498,6,1077.3228,1077.1271,462,18.033914,37.174778,32.9471912,30.357548,10.09602833,-1.127349046,2.903135644,164.7059386,1.481854286,1069.598493
el150800460498,7,1077.72,1077.471,462,18.037347,37.480011,32.88321391,30.299303,10.09585833,-1.264947136,3.329202601,197.6211411,1.240625,1070.241771
el150800460498,8,1077.8807,1077.7581,462,18.053805,36.955967,32.74547935,30.087261,10.09619167,-1.39884444,3.760662326,230.4354877,1.050119048,1070.813289
el150800460498,9,1078.0894,1077.9022,462,18.096089,37.077904,32.68338437,30.043524,10.17932333,-1.515717142,4.178579949,263.1499196,0.905121667,1071.296614
el150800460498,10,1078.2987,1078.151,462,18.055685,37.042183,32.70770032,30.286795,10.096085,-1.615913139,4.575044531,295.8454619,0.793350909,1071.70644
el150800460498,11,1078.4206,1078.2585,462,18.126309,36.793537,32.67024762,29.972763,10.09581667,-1.710231205,4.96632365,328.5344359,0.701864545,1072.072385
el150800460498,12,1078.6415,1078.4786,462,18.124916,36.710472,32.59655096,29.67149,10.09603,-1.786794016,5.323057979,361.1678352,0.630585315,1072.381262
el150800460498,13,1079.0627,1078.8846,462,18.101035,37.347256,32.93860977,30.089859,10.095565,-1.822226768,5.584013045,393.9354156,0.580601648,1072.614519
el150800460498,14,1079.1668,1079.0521,462,18.024812,37.106342,32.95248125,30.247288,10.179015,-1.862581708,5.842951808,426.8809611,0.535569011,1072.839682
el150800460498,15,1079.2842,1079.1225,462,18.059598,37.065197,32.88651781,30.198818,10.09611333,-1.902812029,6.093465812,459.8004606,0.495843571,1073.051551
el150800460498,16,1079.6821,1079.5088,462,18.107329,37.196903,33.02337853,30.270191,10.09686,-1.907946813,6.24918304,492.7554088,0.467102059,1073.21442
el150800460498,17,1079.5541,1079.3722,462,18.054854,37.281624,33.06062985,30.387377,10.17933833,-1.944996457,6.473097823,525.797413,0.435708824,1073.402779
el150800460498,18,1079.7341,1079.5767,462,18.041365,37.611423,33.14937144,30.340883,10.17944333,-1.972661922,6.667404884,558.9024136,0.409192363,1073.570717
el150800460498,19,1079.7614,1079.6453,462,17.939383,37.289505,33.03311373,30.50959,10.09596167,-2.006563546,6.875184673,591.9936562,0.384182281,1073.737451
el150800460498,20,1079.7926,1079.6422,462,18.020917,37.471428,33.09612705,30.347519,10.09601833,-2.044003715,7.092054011,625.0582766,0.360918045,1073.900301
el150800460498,21,1079.8876,1079.7417,462,17.977383,37.676079,33.10970826,30.667112,10.09604667,-2.078410323,7.299052675,658.1611942,0.340242987,1074.051918
el150800460498,22,1080.0086,1079.8507,462,17.903173,37.430733,32.99802415,30.570597,10.09615167,-2.107596628,7.488616714,691.2150604,0.322116544,1074.190887
el150800460498,23,1079.78,1079.6461,462,18.080268,37.291721,32.8670147,30.331371,10.09606,-2.156870491,7.746843015,724.1475799,0.302338636,1074.34911
el150800460498,24,1079.827,1079.6781,462,18.017789,37.097504,32.81644878,30.212416,10.09606,-2.204251347,8.002288991,756.9893116,0.284556261,1074.497297
el150800460498,25,1079.785,1079.6069,462,17.966688,37.092129,32.72187185,30.156441,10.09662,-2.254572794,8.273490667,789.7584719,0.267699,1074.643393
el150800460498,26,1079.9508,1079.8094,462,18.045869,37.350792,32.80101303,30.451759,10.179425,-2.296062174,8.514224383,822.5199144,0.253572786,1074.770529
el150800460498,27,1080.0354,1079.8483,462,18.009424,37.434814,33.02195505,30.581844,10.17956667,-2.333597001,8.742096399,855.4313984,0.241020452,1074.887684
el150800460498,28,1080.1125,1079.9608,462,17.966922,37.398735,33.0190864,30.318659,10.09633333,-2.367768166,8.958569821,888.4519191,0.229761166,1074.996524
el150800460498,29,1080.1541,1080.0117,462,18.061467,37.606148,33.01746934,30.473013,10.179675,-2.400894523,9.172061937,921.470197,0.219378424,1075.100351
el150800460498,30,1080.1013,1079.9584,462,18.022537,37.416409,32.93408074,30.593092,10.17916333,-2.438311992,9.404238678,954.445972,0.209182269,1075.205711
el150800460498,31,1079.959,1079.8446,462,18.113058,37.198959,32.80371454,30.178419,10.09582667,-2.482977209,9.670702499,987.3148697,0.198710323,1075.317412
el150800460498,32,1080.0788,1079.9297,462,18.116944,37.15646,32.80979928,30.084848,10.09601167,-2.522204814,9.916215555,1020.121627,0.189634512,1075.417246
el150800460498,33,1080.238,1080.0693,462,18.149603,37.229992,32.83065289,29.937811,10.178765,-2.553612776,10.13002694,1052.941853,0.181949031,1075.504348
el150800460498,34,1080.0302,1079.9005,462,18.185671,37.056355,32.67270691,29.95282,10.09590833,-2.595450599,10.39256564,1085.693533,0.173577189,1075.60202
el150800460498,35,1080.2034,1080.0463,462,18.236022,37.426537,32.77214116,29.649296,10.09588667,-2.629587578,10.62213876,1118.415957,0.166558992,1075.686238
el150800460498,36,1080.3744,1080.2277,462,18.129729,37.174229,32.78439668,29.907253,10.17951333,-2.655184676,10.81527042,1151.194226,0.160667272,1075.758903
