barcode,cycle,QDischarge,Qcharge,RUL,IR,Tmax,Tavg,Tmin,chargetime,Skewness,Kurtosis,IntegralT,Slope,Intercept
el150800460604,1,1069.9197,1070.1463,498,17.143238,37.575756,33.41938308,30.781199,10.18139333,0,0,0,0,0
el150800460604,2,1072.5043,1072.2121,498,17.144648,37.012123,33.04801039,30.098085,10.09787167,0,1,33.23369673,2.5846,1067.3351
el150800460604,3,1074.0113,1073.4949,498,17.125197,37.6395,33.33004186,30.551487,10.181245,-0.309285409,1.5,66.42272286,2.0458,1068.0535
el150800460604,4,1074.3943,1074.0008,498,17.0254,37.795395,33.50914104,30.803997,10.09828333,-0.674658354,1.86953574,99.84231431,1.49308,1068.9747
el150800460604,5,1074.6225,1072.7082,498,16.981995,37.425266,33.34207651,30.606911,10.09765833,-0.95289071,2.358475327,133.2679231,1.12956,1069.70174
el150800460604,6,1075.1919,1074.6535,498,16.99084,37.589333,33.43699025,30.745941,10.09784667,-1.078816895,2.779465473,166.6574565,0.945674286,1070.130807
el150800460604,7,1075.6115,1075.1619,498,16.92583,37.794746,33.53113105,30.732454,10.097815,-1.14527307,3.104960291,200.1415171,0.823635714,1070.456243
el150800460604,8,1075.3247,1074.8535,498,17.075118,37.147488,32.95595419,30.139469,10.181685,-1.316474113,3.551334897,233.3850597,0.68025,1070.8864
el150800460604,9,1075.8957,1075.3908,498,16.989624,37.504112,33.2812593,30.447144,10.18119333,-1.377313421,3.846632696,266.5036665,0.606053333,1071.133722
el150800460604,10,1076.2185,1075.7619,498,16.923536,37.177448,33.25332853,30.573275,10.09789,-1.398891502,4.06014059,299.7709604,0.552830303,1071.328873
el150800460604,11,1076.0227,1075.4458,498,17.064324,37.126675,33.00852549,30.201004,10.09781167,-1.494109311,4.381373098,332.9018874,0.489770909,1071.581111
el150800460604,12,1076.5954,1076.0735,498,16.965687,37.162544,33.18865587,30.234175,10.18126167,-1.489649078,4.521593969,366.0004781,0.45658007,1071.724938
el150800460604,13,1076.8864,1076.438,498,16.930262,37.252258,33.31606858,30.392757,10.09838,-1.462222111,4.594303436,399.2528403,0.431060989,1071.844027
el150800460604,14,1076.8394,1076.2839,498,16.983652,37.297661,33.19295332,30.380527,10.09781167,-1.486301584,4.73118994,432.5073513,0.401361538,1071.992524
el150800460604,15,1077.1252,1076.6425,498,16.934887,37.386566,33.41307626,30.664289,10.09793667,-1.481466328,4.804612248,465.810366,0.379167857,1072.11089
el150800460604,16,1077.2126,1076.8027,498,16.941605,37.106293,33.29429329,30.397316,10.09777667,-1.488772714,4.888000665,499.1640508,0.357881618,1072.231513
el150800460604,17,1077.2059,1076.7198,498,16.991433,37.620029,33.37970475,30.667433,10.09778,-1.516185587,5.007018191,532.5010498,0.336124755,1072.362054
el150800460604,18,1077.522,1077.0984,498,16.874265,37.876892,33.66126645,30.799252,10.09798,-1.510603584,5.054467209,566.0215354,0.32050547,1072.460976
el150800460604,19,1077.3381,1076.8629,498,16.844191,37.323837,33.36254881,30.35257,10.18088833,-1.546647966,5.186916257,599.5334431,0.301361053,1072.588605
el150800460604,20,1077.634,1077.1827,498,16.926682,37.780888,33.50110486,30.674234,10.09782,-1.554373289,5.254735253,632.9652699,0.287334962,1072.686788
el150800460604,21,1078.0132,1077.4772,498,16.843941,38.176014,33.74290136,30.920906,10.09781833,-1.521802911,5.235863353,666.587273,0.278145065,1072.75418
el150800460604,22,1077.7264,1077.2687,498,16.912729,37.378677,33.30530587,30.392046,10.18144667,-1.54592563,5.3279277,700.1113766,0.264544608,1072.858451
el150800460604,23,1077.733,1077.235,498,16.97682,37.725246,33.29973751,30.594233,10.09792833,-1.575414808,5.435527631,733.4138983,0.251392688,1072.963666
el150800460604,24,1077.9768,1077.4975,498,16.876906,37.822845,33.47804042,30.646685,10.09801,-1.585797409,5.496752513,766.8027873,0.241189783,1073.04869
el150800460604,25,1077.5849,1077.0612,498,16.948519,37.292267,33.07719586,30.147356,10.09786,-1.633512203,5.662908546,800.0804054,0.227403308,1073.168173
el150800460604,26,1078.0925,1077.6155,498,16.915733,37.823315,33.41966024,30.761749,10.18141667,-1.641953364,5.72169625,833.3288335,0.218957504,1073.244185
el150800460604,27,1078.277,1077.8104,498,16.837668,37.763851,33.62445954,31.123215,10.09776667,-1.638405004,5.74976824,866.8508934,0.211981013,1073.309299
el150800460604,28,1077.9268,1077.4891,498,16.957415,37.607357,33.28194288,30.383543,10.18123167,-1.672101906,5.874470989,900.3040946,0.202242337,1073.40344
el150800460604,29,1078.3483,1077.8586,498,16.901109,38.01371,33.58873319,30.880707,10.09806,-1.673487544,5.912488907,933.7394326,0.195896355,1073.4669
el150800460604,30,1078.4181,1077.9091,498,16.874047,37.53252,33.50545028,30.966164,10.18143167,-1.674988972,5.948427526,967.2865244,0.18992416,1073.528612
el150800460604,31,1078.0286,1077.5169,498,17.09458,37.603546,33.14515542,30.458086,10.18110833,-1.709759382,6.078668528,1000.611827,0.181531048,1073.618139
el150800460604,32,1078.2835,1077.8024,498,16.945159,37.550388,33.4378275,30.706345,10.18138,-1.729625492,6.164709465,1033.903319,0.175033138,1073.689616
el150800460604,33,1078.4762,1077.9837,498,16.971326,37.215954,33.27479307,30.33173,10.18144333,-1.737582436,6.217693788,1067.259629,0.169741644,1073.749586
el150800460604,34,1078.2794,1077.7174,498,17.084291,37.339054,33.13115384,30.472725,10.181245,-1.762723619,6.32070308,1100.462602,0.163482475,1073.82261
el150800460604,35,1078.5064,1077.9635,498,17.053565,37.537746,33.32435091,30.214172,10.09805667,-1.774416636,6.384342496,1133.690355,0.15853916,1073.881929
el150800460604,36,1078.5205,1078.0121,498,17.000452,37.128128,33.13149237,30.02223,10.18171,-1.788009176,6.453258464,1166.918276,0.153724569,1073.941309
el150800460604,37,1078.6949,1078.141,498,17.039808,37.780903,33.35326562,30.568375,10.09781,-1.791533144,6.493348614,1200.160655,0.149737862,1073.991808
el150800460604,38,1079.0261,1078.539,498,16.91696,38.252934,33.69421901,30.686283,10.09761167,-1.770400594,6.469200631,1233.684398,0.147083018,1074.026321
el150800460604,39,1078.7888,1078.2562,498,16.855923,37.828358,33.47804926,30.730366,10.18151333,-1.775928189,6.509814047,1267.270532,0.143337794,1074.076257
el150800460604,40,1078.8404,1078.3857,498,16.928067,38.114414,33.61029474,30.964712,10.18125333,-1.780930868,6.548221457,1300.814704,0.139791323,1074.124725
el150800460604,41,1078.9772,1078.5027,498,16.844675,37.898586,33.82749103,31.296963,10.18155333,-1.779216065,6.567175863,1334.533597,0.136728711,1074.167602
el150800460604,42,1078.5637,1078.0221,498,17.017623,37.720272,33.37985268,30.462429,10.18129833,-1.804197537,6.668142947,1368.137269,0.132255263,1074.231721
el150800460604,43,1078.8754,1078.3972,498,16.959388,37.969734,33.64988373,30.8743,10.18124333,-1.813930144,6.719807648,1401.652137,0.128946708,1074.280247
el150800460604,44,1079.0966,1078.58,498,16.928887,38.418877,33.84395358,30.853777,10.09803667,-1.811305675,6.73543435,1435.399055,0.126348823,1074.319215
el150800460604,45,1078.6086,1078.0495,498,17.096089,37.867035,33.30498977,30.335091,10.18138167,-1.836955643,6.841083734,1468.973527,0.122301542,1074.381273
el150800460604,46,1078.9906,1078.4918,498,16.979106,38.238857,33.64662474,30.769361,10.09797,-1.845122212,6.88796637,1502.449334,0.119480419,1074.425471
el150800460604,47,1079.1485,1078.6146,498,16.8963,38.356033,33.73182766,30.971428,10.09811667,-1.845550257,6.911443886,1536.138561,0.117106614,1074.463452
el150800460604,48,1078.4687,1077.9451,498,17.128009,37.748447,33.14153504,30.161531,10.09812833,-1.875950603,7.041706204,1569.575242,0.112984498,1074.53078
el150800460604,49,1078.9117,1078.3825,498,17.028138,37.98333,33.47078852,30.457363,10.181415,-1.891620466,7.114083751,1602.881404,0.110155143,1074.577936
