barcode,cycle,QDischarge,Qcharge,RUL,IR,Tmax,Tavg,Tmin,chargetime,Skewness,Kurtosis,IntegralT,Slope,Intercept
el150800460602,1,1070.8591,1070.5472,438,17.804198,36.697163,33.03841595,30.279015,10.11611667,0,0,0,0,0
el150800460602,2,1073.5391,1072.7733,438,17.894397,36.44043,32.05969576,28.910692,10.02538,-2.55E-13,1,32.54905585,2.68,1068.1791
el150800460602,3,1075.4818,1074.653,438,17.902471,36.642025,32.4027905,29.932734,10.10925167,-0.192337597,1.5,64.78029898,2.31135,1068.670633
el150800460602,4,1076.3412,1075.5781,438,17.691119,36.527355,32.83208567,29.877865,10.02591333,-0.480144252,1.726551023,97.39773706,1.8389,1069.45805
el150800460602,5,1076.3675,1075.6452,438,17.915562,36.527046,32.43718366,29.519829,10.10873667,-0.792542698,2.100833103,130.0323717,1.38189,1070.37207
el150800460602,6,1076.983,1076.1623,438,17.679779,37.006065,32.70261142,30.291935,10.10879333,-0.963458875,2.487932778,162.6022693,1.141831429,1070.932207
el150800460602,7,1077.3958,1076.6482,438,17.542114,36.700565,32.94327366,30.192158,10.025865,-1.079202974,2.835254795,195.4252118,0.977985714,1071.369129
el150800460602,8,1076.6038,1075.8278,438,17.922889,36.209686,32.08514826,28.949411,10.02612667,-1.284759801,3.349429912,227.9394228,0.762217857,1072.016432
el150800460602,9,1077.5483,1076.7668,438,17.645504,36.596291,32.42101477,29.886219,10.10884333,-1.379210659,3.699142624,260.1925043,0.673678333,1072.311564
el150800460602,10,1077.8636,1077.1496,438,17.608132,36.636833,32.62399808,29.736145,10.109275,-1.436959918,3.98653086,292.7150107,0.609055758,1072.548513
el150800460602,11,1077.3178,1076.5275,438,17.756436,36.624565,31.93948255,29.419918,10.10954333,-1.575185847,4.431939295,324.996751,0.521313636,1072.899482
el150800460602,12,1078.1097,1077.3832,438,17.524391,36.588932,32.41897429,30.155483,10.02604333,-1.611438791,4.678325315,357.1759794,0.48110035,1073.073739
el150800460602,13,1078.2927,1077.6325,438,17.389515,36.525696,32.52167682,30.042353,10.02544667,-1.639143564,4.891468369,389.646305,0.446968132,1073.233023
el150800460602,14,1078.0456,1077.3036,438,17.667981,36.648556,32.15934721,29.809334,10.02547167,-1.718021062,5.205705423,421.986817,0.405683077,1073.439448
el150800460602,15,1078.4748,1077.7403,438,17.485777,37.209911,32.78864966,30.142029,10.108845,-1.744900351,5.403232098,454.4608155,0.379435714,1073.579434
el150800460602,16,1078.2367,1077.6372,438,17.414877,36.322662,32.51131149,29.683275,10.10899667,-1.813621752,5.696019506,487.110796,0.348251029,1073.756148
el150800460602,17,1078.2882,1077.5127,438,17.644357,37.166225,32.41189454,29.907722,10.02564167,-1.87910226,5.986883911,519.572399,0.321031127,1073.919467
el150800460602,18,1078.8139,1078.0922,438,17.38088,37.093449,33.06899982,30.409777,10.02576833,-1.882155754,6.119457473,552.3128462,0.305520124,1074.017703
el150800460602,19,1078.7752,1078.1403,438,17.448347,36.350895,32.57964123,29.359566,10.10893333,-1.905598014,6.290242825,585.1371668,0.288982456,1074.127954
el150800460602,20,1078.9341,1078.1385,438,17.587267,37.131775,32.56741372,29.948915,10.10901333,-1.917828159,6.426339443,617.7106942,0.275075263,1074.225305
el150800460602,21,1079.1894,1078.4791,438,17.431363,37.161182,33.11947633,30.231236,10.10883167,-1.905979591,6.494118826,650.5541393,0.264523506,1074.302684
el150800460602,22,1078.6575,1078.0082,438,17.531566,36.967628,32.56369671,29.119654,10.10955667,-1.961767176,6.746009777,683.3957258,0.247155505,1074.435839
el150800460602,23,1078.6602,1077.871,438,17.66221,37.099091,32.44676442,29.727512,10.02539333,-2.017374313,7.004083047,715.9009563,0.231283597,1074.562814
el150800460602,24,1079.1395,1078.4599,438,17.516442,37.015648,32.88891198,30.187168,10.02550333,-2.03140275,7.131790213,748.5687945,0.221542391,1074.643991
el150800460602,25,1078.5668,1077.7999,438,17.509721,37.108368,32.23891934,29.000505,10.10905,-2.092264449,7.42022621,781.1327102,0.206627769,1074.773251
el150800460602,26,1079.2609,1078.5222,438,17.547797,37.377575,32.66515588,30.017271,10.02555333,-2.099372192,7.526023192,813.5847478,0.199066462,1074.841303
el150800460602,27,1079.6067,1078.835,438,17.431132,37.974064,33.11235794,30.500225,10.109185,-2.07026177,7.524200008,846.4735047,0.194229976,1074.886443
el150800460602,28,1078.6881,1077.9734,438,17.683573,36.77528,32.36393095,29.437656,10.02582167,-2.126351418,7.797840588,879.2116492,0.182135523,1075.003356
