barcode,cycle,QDischarge,Qcharge,RUL,IR,Tmax,Tavg,Tmin,chargetime,Skewness,Kurtosis,IntegralT,Slope,Intercept
EL150800460506,2,1077.8315,1078.0448,704,16.480684,33.635773,31.93487633,30.251959,11.524545,0,0,0,0,0
EL150800460506,3,1079.1167,1079.1497,704,16.444681,33.630669,31.92519727,30.274443,11.52475333,5.31E-13,1,31.9300368,1.2852,1075.2611
EL150800460506,4,1079.9077,1079.9013,704,16.416477,33.640327,31.90239174,30.236887,11.524885,-0.281674752,1.5,63.8438313,1.0381,1075.837667
EL150800460506,5,1080.4976,1080.478,704,16.4144,33.565109,31.89397161,30.316748,11.52546667,-0.42450098,1.778186985,95.74201298,0.87893,1076.26212
EL150800460506,6,1080.7844,1080.7011,704,16.390245,33.662056,31.94355409,30.313892,11.52456667,-0.614111658,2.004350272,127.6607758,0.72867,1076.7129
EL150800460506,7,1080.9534,1080.9815,704,16.369879,33.697651,31.99376015,30.434574,11.52400667,-0.792849082,2.277775645,159.629433,0.605785714,1077.122514
EL150800460506,8,1081.1712,1081.1293,704,16.353309,33.60553,31.93129101,30.320292,11.60777667,-0.916968406,2.551363631,191.5919585,0.520328571,1077.435857
EL150800460506,9,1081.4216,1080.4086,704,16.348246,33.606804,31.98607492,30.303268,11.52441833,-0.98512917,2.781557675,223.5506415,0.462227381,1077.668262
EL150800460506,10,1081.539,1081.4439,704,16.346447,33.693047,32.00666956,30.279453,11.52398333,-1.060467529,3.001546596,255.5470137,0.412125,1077.885372
EL150800460506,11,1081.659,1081.5527,704,16.328931,33.728481,32.012058,30.339592,11.60738167,-1.129289228,3.211105222,287.5563775,0.370684242,1078.078762
EL150800460506,12,1081.647,1081.5519,704,16.338168,33.761749,32.02376054,30.382727,11.52448833,-1.221720584,3.45607777,319.5742868,0.330685455,1078.278756
EL150800460506,13,1081.7413,1081.632,704,16.324781,33.752361,32.04522412,30.325176,11.60782833,-1.300024369,3.691375282,351.6087791,0.298517483,1078.450319
EL150800460506,14,1080.4996,1081.6488,704,16.343959,33.693977,32.01632083,30.26837,11.60751833,-1.309629569,3.912105014,383.6395516,0.228298901,1078.848224
EL150800460506,15,1081.7536,1081.6221,704,16.337046,33.781322,31.88688322,30.141224,11.60749,-1.374159662,4.114179127,415.5911536,0.213467253,1078.937214
EL150800460506,16,1081.7475,1081.6077,704,16.340911,33.641693,31.88860362,30.194901,11.52468333,-1.44534992,4.338793817,447.478897,0.1983375,1079.033036
EL150800460506,17,1081.8046,1081.6238,704,16.352214,33.602436,31.92298203,30.266857,11.53235,-1.508995349,4.556249375,479.3846899,0.185098382,1079.121297
EL150800460506,18,1081.7878,1081.627,704,16.345566,33.624409,31.89620747,30.146254,11.52436667,-1.577579479,4.793959087,511.2942846,0.172053922,1079.212608
EL150800460506,19,1081.8305,1081.6644,704,16.350737,33.574764,31.85773463,30.183998,11.52396167,-1.640404161,5.025961962,543.1712557,0.160630547,1079.296379
EL150800460506,20,1081.8299,1081.5947,704,16.342651,33.659786,31.87398337,30.190844,11.52349833,-1.703949456,5.267694373,575.0371147,0.14990807,1079.378585
EL150800460506,21,1081.8619,1081.6499,704,16.344618,33.739727,31.89374385,30.028351,11.52429,-1.763300525,5.50520845,606.9209783,0.140411579,1079.454557
EL150800460506,22,1081.8647,1081.6494,704,16.354198,33.686451,31.87109168,30.17524,11.60759167,-1.822424501,5.74874419,638.803396,0.131594545,1079.528032
EL150800460506,23,1081.865,1081.676,704,16.353929,33.855534,31.89455473,30.085796,11.52389,-1.881244445,5.998085554,670.6862192,0.123416206,1079.598911
