barcode,cycle,QDischarge,Qcharge,RUL,IR,Tmax,Tavg,Tmin,chargetime,Skewness,Kurtosis,IntegralT,Slope,Intercept
el150800463208,1,1076.097,1076.2231,483,17.264629,37.049667,33.0548895,30.169516,10.34062,0,0,0,0,0
el150800463208,2,1080.285,1080.073,483,17.087275,37.35685,33.21698811,30.388861,10.26949833,1.63E-13,1,33.13593881,4.188,1071.909
el150800463208,3,1081.6163,1081.4674,483,17.023681,37.330376,33.23567197,30.264418,10.26792333,-0.540982178,1.5,66.36226885,2.75965,1073.813467
el150800463208,4,1082.4264,1082.1903,483,16.991956,37.324883,33.2667466,30.204208,10.26317333,-0.837056079,2.071139428,99.61347813,2.03195,1075.0263
el150800463208,5,1082.7806,1082.6939,483,16.812934,37.775658,33.38193011,30.549747,10.17488667,-1.081492825,2.635228746,132.9378165,1.55086,1075.98848
el150800463208,6,1082.8321,1082.7489,483,16.840866,37.43568,33.22764233,30.275934,10.17913667,-1.313371588,3.24329687,166.2426027,1.199211429,1076.808993
el150800463208,7,1083.0711,1082.8607,483,16.844401,37.195908,33.1625075,30.10887,10.17872167,-1.497860646,3.836721581,199.4376776,0.970742857,1077.418243
el150800463208,8,1083.0737,1082.9631,483,16.779037,37.327454,33.1719323,30.263872,10.17593667,-1.674777831,4.456474556,232.6048975,0.794869048,1077.945864
el150800463208,9,1083.0258,1082.8727,483,16.771387,37.249348,33.07557814,30.156284,10.26286167,-1.845322604,5.106001702,265.7286527,0.65661,1078.406728
el150800463208,10,1083.0935,1082.9475,483,16.747566,37.215282,33.11184951,30.123039,10.26094167,-1.999387375,5.75241952,298.8223666,0.554101212,1078.782593
el150800463208,11,1083.0073,1082.8668,483,16.706655,37.188797,33.11389352,30.307766,10.26302833,-2.150447004,6.426931367,331.9352381,0.469082727,1079.122667
el150800463208,12,1083.0258,1082.7907,483,16.702147,37.10807,33.02209516,30.169575,10.18140667,-2.291769,7.103838968,365.0032324,0.402703497,1079.410311
el150800463208,13,1083.1788,1083.0284,483,16.699322,37.135799,33.19802244,30.502237,10.26483167,-2.415845152,7.748685487,398.1132912,0.354352198,1079.63595
el150800463208,14,1083.1265,1083.0401,483,16.638014,37.380566,33.24748154,30.468395,10.26152167,-2.538672785,8.41195846,431.3360432,0.312341319,1079.846004
el150800463208,15,1083.0783,1082.9583,483,16.635539,37.297672,33.2335301,30.486032,10.17969333,-2.659072988,9.089449721,464.576549,0.276020714,1080.039714
el150800463208,16,1083.2168,1083.1196,483,16.660677,37.181908,33.39336626,30.697441,10.26372667,-2.766469265,9.734230174,497.8899972,0.248684412,1080.19462
el150800463208,17,1083.0419,1082.9046,483,16.596572,37.400028,33.31456768,30.521719,10.18006167,-2.879370142,10.42252731,531.2439642,0.221618627,1080.357015
el150800463208,18,1083.0526,1082.8928,483,16.610416,37.276707,33.29371315,30.357376,10.263345,-2.987855443,11.11039167,564.5481046,0.198924768,1080.500742
el150800463208,19,1083.1288,1083.0098,483,16.598195,37.451763,33.40168723,30.577982,10.25922833,-3.089680056,11.78377283,597.8958048,0.180742982,1080.621954
el150800463208,20,1082.9653,1082.8016,483,16.590605,37.443485,33.27429897,30.406197,10.26436333,-3.193028536,12.48514622,631.2337979,0.162578496,1080.749106
el150800463208,21,1082.9297,1082.8021,483,16.602078,37.357643,33.27475175,30.217186,10.26321833,-3.293437876,13.18982851,664.5083232,0.146558312,1080.866587
el150800463208,22,1082.9966,1082.8415,483,16.593723,37.331528,33.36349406,30.425802,10.259635,-3.390282079,13.88903782,697.8274462,0.133582778,1080.966066
el150800463208,23,1082.7773,1082.6209,483,16.574908,37.292645,33.22334439,30.307497,10.26681667,-3.482828525,14.59040724,731.1208654,0.119874407,1081.075733
el150800463208,24,1082.6838,1082.4878,483,16.591929,37.272976,33.19511381,30.014793,10.26668833,-3.569234047,15.27699162,764.3300945,0.107185217,1081.181476
el150800463208,25,1082.5813,1082.4468,483,16.550336,37.536942,33.13904558,30.123978,10.18122167,-3.647455191,15.93565514,797.4971742,0.095371615,1081.283861
el150800463208,26,1082.4956,1082.3956,483,16.576685,37.224453,33.16405441,30.213972,10.185975,-3.717319342,16.56125123,830.6487242,0.084534667,1081.381394
el150800463208,27,1082.4968,1082.2778,483,16.551312,37.441238,33.22552519,30.35553,10.26885833,-3.785998437,17.18737897,863.843514,0.075272527,1081.46784
el150800463208,28,1082.4174,1082.2581,483,16.544016,37.442947,33.32959726,30.37656,10.266665,-3.846141499,17.77477115,897.1210752,0.066715353,1081.55056
el150800463208,29,1082.337,1082.2105,483,16.557513,37.336132,33.28559701,30.368364,10.18812333,-3.89679669,18.31468006,930.4286723,0.05879601,1081.629753
el150800463208,30,1082.2783,1082.1124,483,16.576542,37.345745,33.30633024,30.209967,10.18714833,-3.939920163,18.81495859,963.724636,0.051600311,1081.704109
el150800463208,31,1082.141,1080.1619,483,16.554961,37.35434,33.20138208,30.25733,10.27667,-3.964114551,19.20448776,996.9784921,0.044567742,1081.779123
el150800463208,32,1081.8859,1081.7291,483,16.54576,37.373775,33.17945992,30.396492,10.19366667,-3.945815772,19.32436928,1030.168913,0.037071206,1081.861584
el150800463208,33,1081.9244,1081.7223,483,16.583439,37.281769,33.20415113,30.501884,10.281045,-3.937015499,19.50264115,1063.360719,0.03086514,1081.93192
el150800463208,34,1081.6889,1081.5057,483,16.545603,37.297462,33.16732902,30.41647,10.28136167,-3.885164959,19.38957296,1096.546459,0.024348663,1082.007945
el150800463208,35,1081.5856,1081.4149,483,16.558135,37.057884,33.13173644,30.312338,10.28446,-3.816600203,19.1556827,1129.695991,0.018279384,1082.080777
el150800463208,36,1081.7002,1081.4592,483,16.592935,37.270748,33.21188847,30.380365,10.19803167,-3.776310654,19.1125206,1162.867804,0.013600849,1082.138479
el150800463208,37,1081.5108,1081.3788,483,16.532013,37.343006,33.22893704,30.437159,10.28172667,-3.702659463,18.83241852,1196.088217,0.008774775,1082.199609
el150800463208,38,1081.4885,1081.3577,483,16.544811,37.227871,33.30408543,30.240627,10.19800833,-3.630498167,18.55844051,1229.354728,0.004545826,1082.254585
el150800463208,39,1081.5727,1081.4636,483,16.515292,37.528896,33.47814691,30.394886,10.27252333,-3.579540817,18.42957916,1262.745844,0.001241316,1082.298645
el150800463208,40,1081.3667,1081.2125,483,16.525961,37.610981,33.39010234,30.323231,10.19487667,-3.494322871,18.05182413,1296.179969,-0.002349897,1082.347725
el150800463208,41,1081.2385,1081.1335,483,16.502064,37.798832,33.41469655,30.435518,10.27828333,-3.39128279,17.53806188,1329.582368,-0.005879094,1082.397134
el150800463208,42,1081.1636,1081.0444,483,16.480118,37.736759,33.4492249,30.410763,10.19601833,-3.282504573,16.97780662,1363.014329,-0.009156875,1082.444116
el150800463208,43,1080.9157,1080.7835,483,16.510244,37.502083,33.29890015,30.44245,10.20197667,-3.137051864,16.12852221,1396.388391,-0.012755195,1082.496891
el150800463208,44,1080.8077,1080.628,483,16.52541,37.516644,33.38953455,30.340055,10.288925,-2.986208772,15.23518674,1429.732609,-0.016173263,1082.548162
